            7.0	           60.0	                 200	            -84.2	          0.3	              8	             -8.2	            320.7	               15	            114.2	              1.4
            7.0	           60.0	                 239	            -90.5	          3.1	            297	              1.2	            322.8	                6	            120.5	              0.9
            7.0	           60.0	                 265	            -96.0	          5.2	            292	             -1.1	            139.2	               12	            126.0	              2.0
            7.0	           60.0	                 317	            -96.5	          4.2	            304	             -5.1	            304.7	               16	            126.5	              2.5
            7.0	           60.0	                 345	           -104.3	          0.4	            346	            -15.6	            324.5	                9	            134.2	             11.3
            7.0	           60.0	                 376	           -119.5	          1.6	              1	             -7.7	            314.5	               15	            124.4	              9.9
            7.0	           60.0	                 404	           -125.0	          2.4	            180	            -11.6	            316.4	                0	            154.9	             30.3
            7.0	           60.0	                 470	           -108.9	          4.1	             18	             -3.1	            141.8	               15	            138.8	             50.9
            7.0	           60.0	                 497	           -115.8	          2.9	            341	             -7.0	            326.9	               12	            143.9	             82.2
            7.0	           60.0	                 527	           -131.6	          1.4	            196	            -14.1	            121.7	               18	            161.5	             49.0
            7.0	           60.0	                 552	           -133.4	          2.1	            200	             -9.0	            143.1	               12	            161.9	            130.7
            7.0	           60.0	                 639	           -131.1	          2.2	              9	             -2.6	            318.8	               18	            119.7	              4.0
            7.0	           60.0	                 665	           -141.2	          3.1	            348	            -10.2	            123.0	               11	            162.1	            110.2
            7.0	           60.0	                 692	           -150.6	          6.2	            207	            -13.4	            326.5	               12	            158.4	             52.0
            7.0	           60.0	                1038	           -150.1	          5.4	            215	            -11.8	            324.0	               11	            156.3	             59.5
            7.0	           60.0	                1065	           -166.5	          5.5	            352	             -6.4	            323.0	               17	            152.6	             92.0
            7.0	           60.0	                1096	           -173.8	          0.9	            205	            -14.0	            132.4	               14	            170.6	             85.9
            7.0	           60.0	                1123	           -180.5	          3.8	            283	             -1.1	            308.2	               11	            159.1	             19.2
            7.0	           60.0	                1152	           -194.5	          2.7	            179	            -13.6	            319.7	               15	            154.2	             14.4
            8.0	           60.0	                 200	            -91.3	          2.8	            231	             -8.5	            200.9	                6	            121.3	              0.4
            8.0	           60.0	                 228	           -106.4	          0.3	            248	             -4.8	             52.0	               14	            136.4	              2.7
            8.0	           60.0	                 264	           -101.2	          6.0	            221	             -3.6	            277.5	               -3	            131.2	              2.5
            8.0	           60.0	                 292	           -115.5	          0.7	            230	             -9.3	            286.7	                7	            142.7	             45.8
            8.0	           60.0	                 323	           -123.5	          0.7	            235	             -6.4	             51.5	               18	            147.1	             51.3
            8.0	           60.0	                 357	           -130.9	          1.6	            255	             -4.8	             51.2	                8	            145.6	             21.6
            8.0	           60.0	                 393	           -148.9	          5.1	            239	             -2.0	            221.6	                4	            158.9	             21.7
            8.0	           60.0	                 431	           -156.2	          3.1	            229	             -1.0	             67.4	               12	            152.7	             18.3
            8.0	           60.0	                 472	           -175.8	          5.7	            256	             -2.6	            281.8	               -1	            168.0	             21.8
            8.0	           60.0	                 514	           -177.9	          1.3	            248	             -5.3	            292.4	               18	            161.0	              5.1
            9.0	           60.0	                 200	            -83.3	          5.1	            328	             -8.0	             80.2	                2	            113.3	              0.6
            9.0	           60.0	                 234	           -103.1	          4.0	            317	             -8.8	            243.7	               -5	            133.0	              3.9
            9.0	           60.0	                 266	           -105.9	          3.9	            305	             -6.1	             66.5	                2	            135.9	              0.7
            9.0	           60.0	                 302	           -117.0	          1.7	            330	              0.6	             77.1	                2	            124.1	              7.3
            9.0	           60.0	                 329	           -128.4	          1.9	            334	             -5.4	             63.2	               -2	            143.1	             21.8
           10.0	           60.0	                 200	            -76.4	          1.9	            207	            -11.7	            338.9	                3	            106.4	              0.4
           10.0	           60.0	                 225	            -82.4	          5.3	            224	            -12.8	            332.7	                4	            112.4	              0.8
           10.0	           60.0	                 252	            -92.1	          2.3	            188	             -7.8	            166.2	              -11	            122.1	              3.0
           10.0	           60.0	                 353	            -97.8	          2.2	            195	             -7.5	             17.0	                9	            127.7	             12.6
           10.0	           60.0	                 380	           -104.4	          0.8	            206	             -4.6	            165.6	               -5	            132.4	             85.5
           10.0	           60.0	                 410	           -108.3	          4.4	            202	             -7.7	            161.8	               -2	            133.2	             99.9
           10.0	           60.0	                 436	           -128.4	          4.3	            196	             -4.6	            330.8	                4	            135.2	             93.7
           10.0	           60.0	                 464	           -143.8	          2.9	            183	             -9.0	            337.5	                4	            143.7	            144.8
           10.0	           60.0	                 561	           -107.9	          5.1	            191	            -10.1	            332.7	                0	            136.7	            146.7
           10.0	           60.0	                 588	           -129.0	          0.4	            202	            -12.1	              9.1	               12	            134.5	             55.2
           10.0	           60.0	                 621	           -135.6	          3.9	            195	            -11.5	            178.0	               -8	            144.7	             63.4
           10.0	           60.0	                 647	           -142.4	          3.0	            177	            -10.8	              3.9	                2	            161.8	            116.7
           10.0	           60.0	                 676	           -148.1	          0.7	            205	            -13.0	             21.3	                5	            131.7	             26.1
           10.0	           60.0	                 707	           -152.6	          1.8	            207	            -18.3	            148.8	                3	            136.3	              3.5
           10.0	           60.0	                 740	           -171.2	          2.0	            205	             -7.7	            154.0	               -9	            133.7	             28.1
           10.0	           60.0	                 775	           -173.5	          1.9	            195	            -13.5	             13.5	                4	            137.1	             36.6
           10.0	           60.0	                 950	           -146.8	          4.9	            220	            -12.5	             18.6	                2	            138.4	             11.3
           10.0	           60.0	                 978	           -155.4	          0.9	            201	            -10.9	            152.1	                7	            136.0	             18.5
           10.0	           60.0	                1008	           -172.1	          0.8	            192	            -13.1	            169.7	               -2	            137.7	             21.2
           10.0	           60.0	                1267	           -150.3	          5.9	            197	            -14.9	            165.7	              -12	            137.0	             25.7
           10.0	           60.0	                1295	           -162.3	          2.3	            199	            -13.1	            164.3	                3	            138.1	             80.1
           10.0	           60.0	                1329	           -169.2	          1.6	            222	            -12.1	            328.7	               -6	            127.4	              1.2
           10.0	           60.0	                1358	           -182.5	          3.7	            207	            -13.3	            167.4	              -10	            131.2	             32.2
           10.0	           60.0	                1389	           -186.5	          0.0	            191	            -10.2	            175.8	               -7	            137.3	             23.1
           10.0	           60.0	                1423	           -196.9	          0.7	            170	             -9.2	            352.0	                1	            167.2	             16.5
           10.0	           60.0	                1458	           -221.9	          3.2	            211	            -12.9	             12.7	                3	            132.6	              4.6
           11.0	           60.0	                 200	            -93.2	          1.3	             35	            -13.1	            340.9	                9	            122.9	             20.3
           11.0	           60.0	                 225	           -105.5	          0.4	             40	             -7.4	            348.2	               -3	            135.4	              7.5
           11.0	           60.0	                 257	            -97.0	          0.5	             52	            -13.0	            343.8	                6	            127.0	              2.8
           11.0	           60.0	                 283	           -103.2	          6.1	             32	            -12.9	            341.7	                6	            124.3	             28.4
           11.0	           60.0	                 311	           -112.1	          4.5	             56	             -7.6	            344.5	               14	            138.3	             26.6
           11.0	           60.0	                 341	           -128.3	          3.2	             34	            -15.4	            338.7	               -6	            146.6	             50.5
           11.0	           60.0	                 367	           -130.1	          1.1	             44	             -7.4	            345.5	                4	            136.6	             27.4
           11.0	           60.0	                 402	           -114.4	          5.7	             46	             -5.5	              0.2	                2	            144.3	             26.8
           11.0	           60.0	                 434	           -127.6	          0.8	             39	             -6.2	            355.5	                9	            151.9	            103.6
           11.0	           60.0	                 464	           -141.0	          2.8	             31	            -11.1	            346.9	                5	            131.0	             36.0
           11.0	           60.0	                 498	           -151.5	          1.3	             40	             -3.9	            343.3	                4	            138.3	             23.9
           11.0	           60.0	                 536	           -158.8	          1.7	             34	             -7.4	            346.4	               13	            132.6	             19.0
           11.0	           60.0	                 563	           -170.5	          2.3	             47	             -7.2	            343.7	                6	            134.0	             14.5
           11.0	           60.0	                 591	           -171.5	          6.3	             21	             -8.9	            354.4	                4	            168.4	             53.7
           11.0	           60.0	                 674	           -135.0	          2.4	             34	            -10.9	            348.6	                6	            131.3	             31.1
           11.0	           60.0	                 701	           -134.8	          0.0	             32	            -13.0	            340.0	                2	            129.1	             35.6
           11.0	           60.0	                 810	           -144.8	          5.2	             52	             -8.1	            343.8	                7	            130.2	              6.9
           11.0	           60.0	                 936	           -150.6	          0.1	             43	             -7.4	            350.1	                6	            141.2	             33.1
           11.0	           60.0	                 964	           -159.9	          0.1	             51	            -15.8	            355.6	                9	            146.5	              6.6
           11.0	           60.0	                 998	           -167.1	          4.8	             59	             -9.3	            343.0	                1	            137.5	              3.5
           11.0	           60.0	                1026	           -169.4	          4.5	             40	            -11.7	            344.8	               11	            128.3	             14.8
           11.0	           60.0	                1055	           -186.0	          5.8	             45	            -10.4	            337.7	               13	            138.5	             27.1
           12.0	           60.0	                 200	            -97.7	          0.0	            178	             -4.8	            213.9	               -4	            127.7	              4.3
           12.0	           60.0	                 234	           -113.6	          5.4	            183	             -5.0	            212.6	              -27	            143.4	              8.5
           12.0	           60.0	                 263	            -99.4	          4.2	             93	             -3.3	            147.6	                7	            129.4	              0.6
           12.0	           60.0	                 290	           -106.0	          0.9	             94	            -12.7	            232.9	               -1	            136.0	              1.0
           12.0	           60.0	                 319	           -116.1	          2.5	            179	             -6.9	            215.2	                5	            137.7	             41.7
           12.0	           60.0	                 375	           -113.0	          2.3	            177	              2.0	            166.1	                6	            142.9	             30.4
           12.0	           60.0	                 444	           -122.0	          0.3	             84	             -3.3	            204.1	                4	            151.7	             43.1
           12.0	           60.0	                 471	           -128.4	          0.5	            198	              0.5	            138.3	                8	            158.4	             18.5
           12.0	           60.0	                 496	           -136.2	          4.0	             78	             -9.6	            216.6	                0	            164.6	            132.3
           12.0	           60.0	                 604	           -132.7	          0.3	            105	             -6.0	            150.3	               14	            154.1	            118.1
           12.0	           60.0	                 629	           -143.9	          0.0	             98	             -5.3	            142.3	               -2	            148.1	             19.2
           12.0	           60.0	                 660	           -153.9	          5.5	            103	             -4.8	            213.0	               -3	            163.3	             57.1
           12.0	           60.0	                 697	           -153.6	          5.2	            107	             -8.3	            153.3	               10	            159.9	            134.0
           12.0	           60.0	                 725	           -168.3	          3.2	            180	             -2.2	            146.8	               11	            153.3	             27.4
           12.0	           60.0	                 754	           -186.1	          1.0	            175	              0.1	            143.0	                8	            155.9	             41.6
           12.0	           60.0	                 785	           -189.2	          6.2	            107	             -3.7	            207.8	                1	            172.5	            182.0
           12.0	           60.0	                 818	           -206.0	          5.2	            197	             -3.6	            215.3	               -1	            168.3	             40.4
           12.0	           60.0	                 852	           -208.0	          5.6	            100	            -12.1	            157.0	                2	            157.5	             12.5
           12.0	           60.0	                 888	           -229.5	          4.3	            186	             -3.5	            201.0	                2	            158.7	             21.3
           12.0	           60.0	                1187	           -152.0	          1.5	            105	             -8.5	            203.8	                3	            171.7	            270.1
           12.0	           60.0	                1213	           -155.8	          2.5	            183	             -0.0	            156.7	                7	            156.0	             90.8
           12.0	           60.0	                1239	           -159.8	          2.0	            176	             -2.2	            216.7	                1	            132.2	             11.2
           12.0	           60.0	                1265	           -175.2	          0.5	            102	             -8.6	            215.2	               -4	            163.0	             49.4
           13.0	           60.0	                 200	            -87.8	          5.0	             23	             -1.8	            323.4	                4	            117.8	              0.6
           13.0	           60.0	                 226	           -101.7	          2.8	            145	             -9.6	            324.1	                4	            131.7	              1.4
           13.0	           60.0	                 257	           -105.2	          2.2	             60	             -2.3	            321.7	               11	            135.2	              3.9
           13.0	           60.0	                 299	           -105.8	          1.8	            301	              5.6	            320.8	               11	            135.8	              4.6
           13.0	           60.0	                 324	           -109.6	          3.7	             58	             -1.7	            309.4	                6	            139.5	              9.0
           13.0	           60.0	                 354	           -126.0	          2.8	             31	             -4.9	            325.7	                3	            128.4	              6.4
           13.0	           60.0	                 390	           -134.4	          2.8	             50	             -1.6	            310.2	              -12	            163.4	             45.7
           13.0	           60.0	                 417	           -146.5	          2.9	            151	            -10.0	            325.8	                4	            137.1	              3.0
           13.0	           60.0	                 445	           -142.9	          0.3	             51	             -2.9	            308.9	                4	            147.7	              8.3
           13.0	           60.0	                 476	           -159.6	          4.2	            143	            -14.6	            327.6	                4	            136.5	              2.0
           13.0	           60.0	                 507	           -171.3	          0.1	            308	             -1.4	            314.9	               16	            156.8	             66.4
           13.0	           60.0	                 541	           -178.6	          3.6	            321	             -3.6	            322.0	                6	            156.6	            183.1
           13.0	           60.0	                 607	           -125.4	          4.0	            317	              0.1	            325.5	               10	            154.5	            155.4
           13.0	           60.0	                 632	           -134.7	          4.0	            309	             -2.0	            322.0	               15	            153.0	             94.5
           13.0	           60.0	                 657	           -141.9	          5.8	             66	              0.6	            323.9	               -9	            162.9	            130.8
           13.0	           60.0	                 684	           -151.5	          1.8	            136	            -10.4	            321.9	               14	            152.1	             16.5
           14.0	           60.0	                 200	            -90.6	          0.4	             77	            -10.0	            317.8	                9	            120.6	              1.9
           14.0	           60.0	                 258	            -92.0	          0.5	             49	            -13.1	              7.7	               14	            122.0	              0.1
           14.0	           60.0	                 285	            -98.3	          5.1	             75	            -14.1	             13.4	                3	            128.1	             10.2
           14.0	           60.0	                 311	           -104.8	          2.8	             71	            -10.4	             14.4	                9	            132.8	             22.1
           14.0	           60.0	                 478	           -114.9	          0.8	            211	             -0.1	            241.5	                0	            144.9	              3.3
