-0.00045049+0.0024657i,-6.3528e-05-0.0032925i,0.00094306+0.0045645i,-0.0025842-0.0067152i,0.0061775+0.011005i,-0.017545-0.023426i,0.6404+0.65422i,0.034567+0.025136i,-0.021704-0.005162i,-0.021353-0.3658i,-0.023136-0.030053i,0.025864+0.021658i,-0.037249-0.017417i
0.0017498+0.0033114i,-0.0024691-0.0042019i,0.0035801+0.0055603i,-0.0054623-0.0078497i,0.0092157+0.012433i,-0.020056-0.025873i,0.56831+0.72324i,0.021901+0.029827i,-0.004153-0.01216i,-0.33143-0.15412i,-0.025962-0.01954i,0.016874+0.016138i,-0.0072429-0.017949i
-0.002389-0.0034127i,0.0025818+0.004499i,-0.0028462-0.006173i,0.0032604+0.0090168i,-0.0040771-0.014742i,0.0066272+0.031581i,-0.15661-0.90543i,-0.0079489-0.038108i,0.010159+0.015785i,-0.31778+0.19232i,-0.017805+0.023465i,0.012221-0.016296i,-0.010473+0.0065979i
-0.00059641+0.0057933i,0.00090427-0.0068264i,-0.0013934+0.0083714i,0.0022484-0.01095i,-0.0040166+0.016135i,0.0093461-0.031693i,-0.2916+0.87096i,-0.013667+0.039748i,0.0073676-0.02843i,0.01003+0.39147i,0.0053467+0.010885i,-0.0031489-0.0043782i,-0.0037925-0.0007204i
0.0056385-0.0043127i,-0.0064901+0.0051842i,0.0077383-0.0064778i,-0.0097831+0.0086002i,0.013832-0.012742i,-0.025861+0.024617i,0.67264-0.63043i,0.029321-0.023066i,-0.021232+0.0068409i,0.34138+0.17295i,0.012464+0.015612i,-0.0060895-0.01176i,-0.0013159+0.013997i
-0.0069076-0.0014769i,0.0082016+0.001294i,-0.010107-0.00095817i,0.013208+0.00031196i,-0.0192+0.0011014i,0.0362-0.0054378i,-0.89453+0.23077i,-0.030515+0.011828i,0.0060848-0.0038256i,0.31724-0.18642i,0.023302-0.017512i,-0.015024+0.012195i,0.012214-0.0037498i
0.0028992+0.0026362i,-0.003886-0.0030828i,0.0054237+0.0037205i,-0.0080712-0.0047136i,0.013489+0.0065172i,-0.029738-0.011192i,0.89085+0.22148i,0.04085+0.002327i,-0.022604+0.0091694i,0.016981-0.38011i,-0.013855-0.0187i,0.011128+0.00982i,-0.003473-0.0038359i
-0.0061613-0.0017906i,0.0070426+0.0024002i,-0.008329-0.0033633i,0.010428+0.0050506i,-0.014571-0.0085797i,0.026837+0.01945i,-0.68478-0.61189i,-0.029159-0.030881i,0.020676+0.021851i,-0.33305-0.20714i,-0.012546+0.00020804i,0.0064688-0.0022621i,0.00022897-0.0018i
0.0046515+0.0043005i,-0.0056281-0.0045925i,0.007127+0.0049333i,-0.0096944-0.0053445i,0.014985+0.00588i,-0.031183-0.0067832i,0.91593+0.033176i,0.044638-0.0054777i,-0.032777+0.0058428i,0.39167+0.052766i,0.0047355+0.013838i,0.0036537-0.014857i,-0.014106+0.01783i
-0.0010369-0.0016002i,0.0018778+0.0019917i,-0.0032226-0.0026195i,0.0055821+0.003746i,-0.010461-0.0061812i,0.025096+0.013989i,-0.79262-0.45658i,-0.036298-0.025297i,0.016089+0.021549i,0.2265-0.30156i,0.029704-0.0041985i,-0.024169-0.0036196i,0.020637+0.014i
0.0055201+0.003462i,-0.0063492-0.0044774i,0.0075279+0.0060244i,-0.0093751-0.0086188i,0.012814+0.013763i,-0.022241-0.028618i,0.48753+0.78437i,0.013495+0.030029i,-0.00054715-0.0075011i,-0.1242-0.34667i,-0.0031567-0.02871i,-0.0030497+0.019169i,0.011867-0.010518i
0.00017817-0.010033i,-0.00024946+0.011452i,0.00033922-0.013482i,-0.00044327+0.016703i,0.00051656-0.022824i,-0.00019329+0.040127i,-0.048882-0.92547i,-0.0076934-0.031213i,0.013526+0.012677i,-0.37508-0.080605i,-0.015815-0.0055127i,0.0064346+0.0081453i,0.0040285-0.013378i
-0.005666+0.0050103i,0.0062993-0.0059625i,-0.0071779+0.0074016i,0.0085351-0.0098275i,-0.011072+0.014748i,0.018253-0.029596i,-0.39418+0.83132i,-0.013558+0.038371i,0.0094332-0.026425i,-0.25577+0.2933i,-0.017019+0.0030323i,0.013784+0.0032499i,-0.012964-0.012547i
0.0041088-0.0026563i,-0.004958+0.0033923i,0.0062501-0.0045108i,-0.0084371+0.0063792i,0.012874-0.010061i,-0.026189+0.020589i,0.73796-0.54905i,0.033139-0.019519i,-0.020171+0.0018113i,0.12153+0.35548i,-0.0057016+0.025965i,0.0087204-0.017127i,-0.0159+0.0099566i
-0.0051549+0.0029398i,0.0063827-0.0032316i,-0.00823+0.0036185i,0.011295-0.0041819i,-0.017318+0.0051613i,0.034614-0.0077231i,-0.91296+0.1338i,-0.033691+0.0025022i,0.0082055-0.00087103i,0.35601+0.089574i,0.028351+0.0099685i,-0.017798-0.010432i,0.0073191+0.01508i
0.0075808+5.287e-05i,-0.0087526-0.00043999i,0.010461+0.001054i,-0.013235-0.0021131i,0.018652+0.0042433i,-0.034438-0.010382i,0.86597+0.31689i,0.034779+0.012436i,-0.021205-0.0010924i,0.27575-0.26231i,0.010609-0.019142i,-0.0080559+0.011553i,0.0087327-0.0016871i
-0.0049718-0.0058176i,0.005762+0.0066888i,-0.0069277-0.007966i,0.0088433+0.010059i,-0.012627-0.014205i,0.023742+0.026531i,-0.61029-0.69008i,-0.024794-0.030206i,0.013948+0.022262i,-0.10083-0.37527i,0.001215-0.014929i,-0.0036815+0.0088083i,0.010809-0.004497i
-0.00066787+0.0043636i,0.00041323-0.0054521i,5.1631e-06+0.0071096i,-0.0007419-0.0099025i,0.0022298+0.015506i,-0.0064432-0.032024i,0.20805+0.89545i,0.0072062+0.03775i,0.0034291-0.017609i,-0.35853-0.093226i,-0.02406-0.018859i,0.015539+0.01675i,-0.0072043-0.020475i
0.00025055-0.0032611i,-0.00055657+0.0043346i,0.0010385-0.0059891i,-0.0018651+0.0087983i,0.0035188-0.014445i,-0.0082524+0.031001i,0.24218-0.88661i,0.0087707-0.036792i,0.00096215+0.013993i,-0.27391+0.24182i,-0.020214+0.025884i,0.015128-0.017806i,-0.015072+0.0078604i
-0.0028746+0.0044998i,0.0036446-0.0052762i,-0.0048218+0.0064358i,0.0068102-0.0083719i,-0.010801+0.012277i,0.022542-0.024061i,-0.6342+0.66479i,-0.026666+0.031109i,0.012132-0.023867i,0.067796+0.3807i,0.011519+0.013061i,-0.0071681-0.0067842i,-0.0015136+0.0032456i
0.0069146-0.0019811i,-0.0080206+0.0023867i,0.00965-0.0029872i,-0.012329+0.0039687i,0.017639-0.0058746i,-0.03338+0.011301i,0.8755-0.2858i,0.037864-0.010017i,-0.025982+0.0020055i,0.36908+0.11985i,0.011978+0.0098989i,-0.0058264-0.0083012i,-0.0002887+0.012957i
-0.0071132-0.0038685i,0.0084175+0.0041744i,-0.010338-0.0045742i,0.013464+0.005157i,-0.019515-0.0062012i,0.036733+0.0091345i,-0.90962-0.16785i,-0.031521-0.0052862i,0.0074727+0.0059386i,0.28065-0.24288i,0.021896-0.01587i,-0.014805+0.01039i,0.014129-0.0024424i
0.0019212+0.0050715i,-0.0027106-0.0059794i,0.0039481+0.007305i,-0.0060869-0.0094367i,0.010469+0.013494i,-0.023585-0.024766i,0.7153+0.58009i,0.032632+0.016875i,-0.016879+0.0019197i,-0.048058-0.37023i,-0.014767-0.022197i,0.010954+0.013179i,-0.0024978-0.0086107i
-0.0038869-0.0033851i,0.0043357+0.004316i,-0.0049793-0.0057562i,0.0060196+0.0082264i,-0.0080793-0.013283i,0.014301+0.02853i,-0.35903-0.84425i,-0.016474-0.039397i,0.015211+0.024502i,-0.35642-0.15369i,-0.01712+0.0047995i,0.010179-0.0048907i,-0.0042457-0.0012368i
0.0044831+0.0071014i,-0.0053642-0.0079329i,0.0067093+0.0090714i,-0.0090039-0.010787i,0.013721+0.013863i,-0.028164-0.022052i,0.81863+0.42141i,0.039873+0.0088617i,-0.030023+0.00077312i,0.39433-0.0054026i,0.0072627+0.0081525i,0.0011098-0.011847i,-0.011118+0.017876i
0.0011518-0.0038378i,-0.00070487+0.0046162i,-6.2498e-05-0.0058157i,0.0014864+0.0078813i,-0.0045607-0.012166i,0.014072+0.025375i,-0.52132-0.75109i,-0.026811-0.037159i,0.013266+0.027914i,0.17788-0.34106i,0.026069-0.0038102i,-0.022791-0.0041567i,0.022091+0.01479i
0.0031276+0.0038728i,-0.0034927-0.0050164i,0.0039756+0.0067663i,-0.0046628-0.009717i,0.0057838+0.015608i,-0.0083496-0.032768i,0.11045+0.91405i,-0.0026772+0.036493i,0.0088663-0.01185i,-0.18665-0.31857i,-0.00194-0.030232i,-0.0050071+0.021528i,0.015051-0.014564i
0.0023207-0.0098017i,-0.0028715+0.011172i,0.0036879-0.013122i,-0.0050125+0.016199i,0.0075321-0.022001i,-0.014433+0.038246i,0.34476-0.8618i,0.0089958-0.027414i,0.0050353+0.0090073i,-0.37653-0.017038i,-0.021332-0.0039419i,0.011392+0.0082539i,-0.001273-0.015762i
-0.0079977+0.0037285i,0.0090736-0.004375i,-0.010606+0.005351i,0.013031-0.0070014i,-0.017646+0.010377i,0.030782-0.020702i,-0.71137+0.58756i,-0.025212+0.028424i,0.013527-0.022168i,-0.20967+0.32783i,-0.012617+0.0080716i,0.01164-0.00061549i,-0.013676-0.0093196i
0.0051062+2.4542e-06i,-0.0061447+0.00023535i,0.0077216-0.00061681i,-0.010387+0.0012777i,0.015788-0.0025985i,-0.032005+0.0063153i,0.90001-0.18341i,0.040556-0.0055832i,-0.025289-0.0040363i,0.18209+0.33663i,-0.0046348+0.022417i,0.0087481-0.015343i,-0.017142+0.010631i
-0.0047343+0.00044803i,0.0059069-0.0002549i,-0.0076778-8.6795e-05i,0.010625+0.0007404i,-0.016435-0.0021976i,0.033147+0.0068632i,-0.88228-0.26396i,-0.032815-0.014671i,0.0078652+0.0092171i,0.36598+0.022239i,0.029489+0.011394i,-0.019194-0.012772i,0.0098466+0.019036i
0.0062417+0.0020234i,-0.0071595-0.0028399i,0.0084853+0.0040997i,-0.010616-0.0062343i,0.014736+0.010499i,-0.02664-0.022869i,0.65055+0.65295i,0.025192+0.02597i,-0.015157-0.0069852i,0.22475-0.2978i,0.011024-0.025069i,-0.0095642+0.016144i,0.012296-0.0058128i
-0.0027078-0.0072189i,0.0030324+0.0083579i,-0.0035031-0.010031i,0.0042704+0.012771i,-0.0057947-0.01818i,0.010374+0.034132i,-0.26025-0.88375i,-0.01132-0.037443i,0.0087918+0.02504i,-0.15542-0.35693i,-0.0051097-0.012859i,0.00060139+0.0080885i,0.0081103-0.0060724i
-0.0033718+0.0043796i,0.0036384-0.0054522i,-0.003996+0.0070878i,0.0045405-0.0098504i,-0.0055808+0.015414i,0.0087404-0.0319i,-0.19159+0.89896i,-0.0088803+0.038749i,0.011392-0.019666i,-0.37617-0.031772i,-0.021468-0.016183i,0.013906+0.015678i,-0.0073862-0.021301i
0.002578-0.0019498i,-0.0033216+0.0027885i,0.0044587-0.0040936i,-0.0063758+0.0063246i,0.010205-0.010823i,-0.02137+0.023993i,0.59529-0.70044i,0.023748-0.028918i,-0.0075721+0.0092596i,-0.22306+0.28634i,-0.021803+0.026592i,0.017443-0.018222i,-0.019145+0.0087705i
-0.0043734+0.002441i,0.0054491-0.0028053i,-0.0070812+0.0033462i,0.0098176-0.0042509i,-0.015271+0.0060985i,0.03121-0.011817i,-0.85722+0.33332i,-0.034881+0.017168i,0.014648-0.016411i,0.12494+0.35811i,0.016566+0.016103i,-0.010471-0.010063i,0.00065841+0.0081609i
0.0071427+0.00066631i,-0.008297-0.00079392i,0.0099985+0.00098796i,-0.012797-0.0013163i,0.018344+0.001983i,-0.034781-0.003992i,0.91368+0.11239i,0.039532+0.0052375i,-0.027081-0.0038799i,0.38479+0.064226i,0.01278+0.003338i,-0.0068217-0.0040739i,0.0021941+0.010926i
-0.0062052-0.0061321i,0.0072986+0.0068938i,-0.0089031-0.0079779i,0.011507+0.0097017i,-0.016536-0.013022i,0.030818+0.022672i,-0.75417-0.53554i,-0.025706-0.020915i,0.0057094+0.014718i,0.23847-0.2921i,0.018402-0.014469i,-0.012962+0.0090369i,0.014578-0.0020477i
6.345e-05+0.0067398i,-0.00047919-0.0079635i,0.0011536+0.0097609i,-0.002349-0.012676i,0.0048363+0.01829i,-0.012317-0.03414i,0.40448+0.8302i,0.018984+0.02725i,-0.0085769-0.003595i,-0.11311-0.35152i,-0.014417-0.024268i,0.0099518+0.015568i,-0.0013424-0.012731i
-0.0011869-0.0039463i,0.0011214+0.0049937i,-0.00099924-0.0066049i,0.00077483+0.0093504i,-0.00033928-0.014929i,-0.00070813+0.031614i,0.034165-0.91704i,-0.0008807-0.041409i,0.0080509+0.023904i,-0.36925-0.094459i,-0.022004+0.0081157i,0.014345-0.0065888i,-0.0094458-0.0010546i
0.0034289+0.0093459i,-0.0040263-0.010613i,0.0049337+0.012395i,-0.0064796-0.015161i,0.0096703+0.02028i,-0.019535-0.034311i,0.56681+0.73161i,0.02848+0.020137i,-0.023631-0.002865i,0.38438-0.064443i,0.011171+0.0030582i,-0.0028682-0.0092139i,-0.0063521+0.018049i
0.0039759-0.0052197i,-0.0040513+0.006211i,0.0040531-0.0077204i,-0.0038827+0.010287i,0.0032418-0.015544i,-0.00069069+0.031561i,-0.15081-0.90368i,-0.013346-0.042989i,0.0086133+0.031003i,0.12534-0.36963i,0.021184-0.0046843i,-0.020481-0.00338i,0.022862+0.01391i
0.00050647+0.0031681i,-0.00037384-0.004215i,0.00011278+0.0058319i,0.00043569-0.0085832i,-0.0017731+0.014125i,0.0064544-0.030398i,-0.28661+0.8715i,-0.019402+0.0361i,0.018304-0.013085i,-0.24419-0.28365i,-0.00061836-0.029702i,-0.0067969+0.022441i,0.017609-0.017742i
0.0039478-0.0084605i,-0.0048861+0.0095703i,0.006294-0.011128i,-0.0086193+0.013542i,0.01316-0.018002i,-0.026071+0.030216i,0.67381-0.63715i,0.023377-0.017202i,-0.0026931+0.0022703i,-0.36831+0.048893i,-0.026018-0.0037147i,0.015993+0.0093139i,-0.0068136-0.018664i
-0.0094763+0.0017878i,0.010825-0.001994i,-0.012758+0.0023039i,0.01583-0.0028386i,-0.021689+0.0039862i,0.038334-0.0077669i,-0.89554+0.23298i,-0.031388+0.013725i,0.014804-0.015275i,-0.15621+0.35209i,-0.0092312+0.014057i,0.010357-0.0055311i,-0.015111-0.0046449i
0.0050737+0.0028766i,-0.0060904-0.0031846i,0.0076347+0.003611i,-0.010248-0.0042743i,0.015559+0.0055419i,-0.031564-0.0092881i,0.8924+0.21676i,0.040872+0.0096323i,-0.026716-0.010276i,0.23568+0.30897i,-0.0018374+0.018121i,0.0071529-0.013125i,-0.016521+0.011195i
-0.003166-0.0017914i,0.0040628+0.0024095i,-0.005429-0.0033885i,0.0077188+0.0051053i,-0.012251-0.0086891i,0.025298+0.019663i,-0.68558-0.61152i,-0.025467-0.029673i,0.0046959+0.018172i,0.3677-0.045094i,0.028734+0.012042i,-0.019353-0.014355i,0.011818+0.022016i
0.0041314+0.0031415i,-0.0046402-0.004222i,0.005351+0.0058824i,-0.0064534-0.0086891i,0.0085119+0.014296i,-0.014294-0.030606i,0.31316+0.86581i,0.010563+0.034732i,-0.0064933-0.010833i,0.16616-0.32637i,0.012327-0.029626i,-0.011811+0.019922i,0.0164-0.0098186i
-0.0001626-0.007538i,-3.5985e-05+0.0087345i,0.00034787-0.010489i,-0.00087614+0.013355i,0.0019079-0.018988i,-0.0047511+0.035517i,0.13861-0.91126i,0.0042891-0.037806i,0.002416+0.024216i,-0.20507-0.32697i,-0.011935-0.011988i,0.0055098+0.0084635i,0.0043674-0.0087285i
-0.0058909+0.0033714i,0.0066392-0.004215i,-0.0077123+0.0055083i,0.009435-0.007707i,-0.012793+0.012169i,0.022686-0.025506i,-0.55549+0.73306i,-0.023287+0.03274i,0.018218-0.018231i,-0.383+0.028538i,-0.018907-0.011528i,0.012538+0.01288i,-0.0081894-0.020286i
0.0041611+0.00027979i,-0.0051968+0.00014743i,0.0067716-0.00084081i,-0.0094193+0.0020617i,0.014713-0.0045635i,-0.030234+0.01189i,0.83623-0.38198i,0.034256-0.015904i,-0.014068+0.0022932i,-0.16739+0.32433i,-0.021942+0.025847i,0.018612-0.017747i,-0.022113+0.009471i
-0.0048142-1.5294e-05i,0.0059846+0.00014028i,-0.0077567-0.000334i,0.010721+0.00065423i,-0.01661-0.0012505i,0.033758+0.0027425i,-0.91874-0.061082i,-0.036646+0.00052691i,0.014148-0.0073851i,0.18037+0.32508i,0.020019+0.019325i,-0.012714-0.013608i,0.0024759+0.013392i
0.0062866+0.0031186i,-0.0072739-0.0037487i,0.0087247+0.0046925i,-0.011105-0.0062587i,0.015819+0.009359i,-0.029803-0.018406i,0.78001+0.48928i,0.034022+0.019722i,-0.02437-0.0094254i,0.388+0.0067777i,0.014907-0.0033223i,-0.0090844+0.00037949i,0.0060578+0.0082609i
-0.0043638-0.0078163i,0.0050629+0.0089119i,-0.0060778-0.010497i,0.0077066+0.013053i,-0.010817-0.018032i,0.019552+0.03257i,-0.45741-0.80303i,-0.014241-0.032238i,0.0013368+0.021107i,0.19151-0.33198i,0.013144-0.013915i,-0.0097082+0.0086143i,0.013629-0.0029245i
-0.0022902+0.0073679i,0.0023495-0.0087034i,-0.0023893+0.010668i,0.0023867-0.013864i,-0.0022845+0.020043i,0.0018629-0.03759i,0.016955+0.92478i,0.0023042+0.031481i,0.0010903-0.0063644i,-0.17576-0.32508i,-0.0133-0.024382i,0.0085372+0.016506i,-0.00036549-0.015667i
0.0014603-0.0033533i,-0.0020273+0.0042927i,0.0028968-0.0057399i,-0.0043569+0.0082068i,0.0072349-0.013213i,-0.015415+0.028139i,0.42089-0.81661i,0.014616-0.036436i,0.00066438+0.019891i,-0.37206-0.030937i,-0.026416+0.010018i,0.018315-0.007298i,-0.014729-0.0012218i
0.0017713+0.010657i,-0.0019567-0.012179i,0.0022321+0.014337i,-0.0027029-0.017714i,0.0037111+0.024008i,-0.0070495-0.041357i,0.20801+0.90557i,0.012434+0.026018i,-0.014598-0.0039824i,0.36265-0.12341i,0.015938-0.00082922i,-0.0078352-0.0073923i,-0.0002319+0.018593i
0.0069428-0.0055592i,-0.0075766+0.0065531i,0.0084028-0.0080558i,-0.0095785+0.010595i,0.011557-0.015767i,-0.016513+0.031473i,0.24931-0.88574i,0.0013624-0.041617i,0.0033894+0.030225i,0.069553-0.38615i,0.015698-0.0070649i,-0.017681-0.0010852i,0.023177+0.011177i
-0.0018844+0.0013995i,0.0024544-0.0021357i,-0.0033662+0.0032999i,0.0049904-0.005323i,-0.008459+0.0094703i,0.0194-0.021813i,-0.62893+0.66455i,-0.033585+0.029145i,0.026191-0.011315i,-0.29439-0.24275i,8.1259e-05-0.027202i,-0.0077925+0.021927i,0.018943-0.019963i
0.0046721-0.0062907i,-0.0058273+0.006983i,0.0075735-0.0079134i,-0.010484+0.0092799i,0.01623-0.011642i,-0.032794+0.017628i,0.87622-0.29387i,0.032899-0.0023204i,-0.0083903-0.0066321i,-0.35136+0.11493i,-0.029219-0.0044711i,0.019683+0.010988i,-0.012065-0.021699i
-0.0098414-0.00039481i,0.011247+0.00067825i,-0.013257-0.0011097i,0.016443+0.0018189i,-0.022489-0.0031604i,0.039556+0.0067138i,-0.91213-0.16567i,-0.030768-0.0030015i,0.012695-0.0070761i,-0.096499+0.36618i,-0.0071745+0.02026i,0.010108-0.010914i,-0.017279+0.00097803i
0.0040494+0.0054695i,-0.0048366-0.006273i,0.0060356+0.0074324i,-0.0080746-0.0092951i,0.012249+0.012902i,-0.024962-0.023375i,0.71655+0.5763i,0.03408+0.023111i,-0.024388-0.015469i,0.28081+0.27243i,0.002666+0.013803i,0.0039128-0.011i,-0.01396+0.011972i
-0.00068994-0.0033481i,0.0011381+0.0042479i,-0.0018429-0.0056485i,0.0030526+0.0080676i,-0.0054793-0.013058i,0.012459+0.028218i,-0.35979-0.8434i,-0.013135-0.039824i,-0.00058191+0.024633i,0.36071-0.10986i,0.026419+0.01133i,-0.018513-0.01467i,0.013352+0.023506i
0.0016353+0.0031716i,-0.0016596-0.0043005i,0.001643+0.00604i,-0.0015313-0.0089887i,0.001161+0.014895i,0.00025475-0.032115i,-0.082663+0.91541i,-0.0064601+0.037068i,0.0034226-0.011824i,0.10235-0.34773i,0.013881-0.032324i,-0.014223+0.022485i,0.020442-0.013333i
0.0021517-0.00672i,-0.0028332+0.0077556i,0.0038692-0.009265i,-0.0055994+0.011715i,0.0090088-0.016499i,-0.018774+0.03046i,0.51127-0.76747i,0.019043-0.031141i,-0.0037733+0.019761i,-0.24927-0.28619i,-0.018499-0.012329i,0.01047+0.0098874i,1.8261e-05-0.0123i
-0.0077916+0.0015398i,0.008894-0.001982i,-0.010491+0.0026737i,0.01307-0.0038755i,-0.018103+0.0063724i,0.03283-0.014022i,-0.81524+0.42891i,-0.03323+0.020961i,0.022544-0.01386i,-0.37805+0.086414i,-0.017029-0.0052608i,0.011928+0.0086056i,-0.0099355-0.017562i
0.0047179+0.0030142i,-0.0058432-0.0030972i,0.0075529+0.0031621i,-0.010429-0.0031916i,0.016192+0.0031562i,-0.033162-0.003027i,0.91964+0.0088403i,0.038407-0.00015432i,-0.017547-0.0057284i,-0.10893+0.3541i,-0.020197+0.024136i,0.018233-0.016751i,-0.023525+0.010214i
-0.0041033-0.0024199i,0.0051411+0.0030181i,-0.0067149-0.0039224i,0.0093477+0.0054276i,-0.014571-0.0083901i,0.029725+0.016874i,-0.80724-0.4442i,-0.031539-0.015733i,0.010477+0.0016474i,0.23269+0.28341i,0.021723+0.021942i,-0.013799-0.016732i,0.0038731+0.018233i
0.004522+0.0049077i,-0.0051595-0.0059174i,0.0060849+0.0074288i,-0.0075895-0.0099333i,0.010558+0.014879i,-0.019403-0.029258i,0.49965+0.77401i,0.022347+0.030599i,-0.018341-0.013295i,0.37891-0.051717i,0.01809-0.0093365i,-0.012372+0.0045052i,0.011003+0.0053567i
-0.0019481-0.0085746i,0.0021421+0.0098169i,-0.002402-0.011621i,0.002782+0.014541i,-0.0034325-0.020243i,0.0050383+0.036912i,-0.075118-0.91994i,0.00063068-0.037227i,-0.0045878+0.02411i,0.14043-0.36091i,0.0067098-0.014601i,-0.0054646+0.0094166i,0.011532-0.0052461i
-0.004675+0.0068756i,0.0052177-0.0080981i,-0.0059836+0.0098949i,0.0071922-0.012815i,-0.0095076+0.01846i,0.016226-0.034497i,-0.37426+0.84607i,-0.014413+0.028775i,0.010611-0.0059467i,-0.2335-0.29189i,-0.012067-0.022302i,0.0072444+0.015743i,-4.4976e-06-0.017075i
0.003574-0.0017079i,-0.0045363+0.0023375i,0.0059952-0.0033204i,-0.008431+0.0050127i,0.013241-0.0084684i,-0.027077+0.018785i,0.72842-0.56191i,0.027067-0.025306i,-0.0055065+0.012929i,-0.36559+0.034906i,-0.029608+0.010657i,0.02146-0.0071801i,-0.019468-0.0015515i
-8.8626e-05+0.010812i,0.0003587-0.012366i,-0.00078202+0.014568i,0.0014999-0.018007i,-0.0029066+0.024401i,0.0067981-0.041941i,-0.19011+0.91065i,-0.0054477+0.025228i,-0.0043503-0.0020128i,0.33052-0.18107i,0.020831-0.0031626i,-0.013159-0.0066025i,0.0066326+0.019583i
0.0095288-0.004888i,-0.010658+0.005679i,0.012216-0.0068654i,-0.014588+0.008859i,0.018894-0.012913i,-0.030513+0.025254i,0.60392-0.70077i,0.014349-0.03317i,-0.0010338+0.025626i,0.011248-0.39019i,0.010324-0.010899i,-0.014885+0.0026871i,0.023309+0.006636i
-0.0036346-0.0011855i,0.0044997+0.00092335i,-0.0058462-0.00045564i,0.0081829-0.0004352i,-0.013052+0.0023899i,0.02808-0.0084769i,-0.85214+0.33196i,-0.04258+0.017177i,0.031191-0.0072619i,-0.33514-0.19654i,-0.00043635-0.023132i,-0.0074904+0.020254i,0.01859-0.021333i
0.0042775-0.0037127i,-0.0054318+0.0039119i,0.007192-0.0041041i,-0.010152+0.0042421i,0.016051-0.0041551i,-0.033209+0.0029032i,0.91377+0.10336i,0.03595+0.014574i,-0.011224-0.016351i,-0.32659+0.17855i,-0.030491-0.0056281i,0.022062+0.012765i,-0.016595-0.024353i
-0.0090329-0.0023373i,0.010272+0.0030636i,-0.012028-0.0041679i,0.014779+0.0060103i,-0.019933-0.0096292i,0.034273+0.019922i,-0.75812-0.53329i,-0.023319-0.018699i,0.0072635+0.00093829i,-0.032183+0.37055i,-0.0064489+0.025892i,0.010823-0.016123i,-0.019986+0.0069806i
0.002263+0.0073452i,-0.0026569-0.0085065i,0.0032626+0.010193i,-0.0043111-0.012914i,0.0065157+0.018184i,-0.013466-0.033397i,0.40555+0.82769i,0.021486+0.032135i,-0.018899-0.018323i,0.31662+0.22723i,0.0085159+0.010141i,-0.00071125-0.009457i,-0.0096478+0.013246i
0.0022783-0.0039282i,-0.0023719+0.004911i,0.0024661-0.0064342i,-0.0025623+0.0090572i,0.0026827-0.01446i,-0.0030394+0.030881i,0.033896-0.91592i,0.001735-0.043333i,-0.0068022+0.027687i,0.34453-0.16983i,0.023094+0.0089049i,-0.017066-0.013398i,0.01467+0.02317i
-0.00080047+0.0020695i,0.0012429-0.0030197i,-0.0019592+0.0044999i,0.0032374-0.0070313i,-0.0059386+0.012135i,0.014258-0.027062i,-0.46242+0.79236i,-0.022767+0.032575i,0.01299-0.009758i,0.035947-0.3614i,0.014935-0.032994i,-0.016132+0.023678i,0.023739-0.016167i
0.0037592-0.0049337i,-0.0047923+0.0056233i,0.006358-0.0066118i,-0.0089717+0.0081886i,0.014136-0.01122i,-0.029028+0.019962i,0.78759-0.47951i,0.030141-0.018586i,-0.0084524+0.012276i,-0.28755-0.23602i,-0.024079-0.013613i,0.014928+0.01209i,-0.0044864-0.016438i
-0.008752-0.00075855i,0.010017+0.00081634i,-0.011851-0.00087531i,0.01481+0.00092034i,-0.020566-0.00088939i,0.037324+0.00041014i,-0.92205+0.043687i,-0.036749+0.0057281i,0.023429-0.007654i,-0.36094+0.14094i,-0.016277+0.0019693i,0.012388+0.0033439i,-0.012774-0.013482i
0.004172+0.0057521i,-0.0051662-0.0063486i,0.0066803+0.0071759i,-0.0092356-0.008461i,0.014378+0.010897i,-0.029605-0.017962i,0.82979+0.3985i,0.035495+0.015377i,-0.017596-0.013369i,-0.049497+0.37406i,-0.016416+0.022082i,0.016125-0.015705i,-0.023122+0.011309i
-0.0023532-0.0043241i,0.0030572+0.0052886i,-0.0041331-0.0067427i,0.0059411+0.0091659i,-0.0095276-0.013965i,0.019867+0.027896i,-0.5437-0.74392i,-0.020461-0.02863i,0.0041268+0.0091771i,0.28022+0.23508i,0.021847+0.023222i,-0.013877-0.018792i,0.0049677+0.022025i
0.0021956+0.0056949i,-0.0023675-0.0068923i,0.0025938+0.0086858i,-0.0029324-0.011658i,0.003576+0.017522i,-0.0055674-0.034538i,0.12539+0.91308i,0.0066563+0.035709i,-0.010059-0.014469i,0.35836-0.11028i,0.021786-0.014094i,-0.016211+0.0078412i,0.016523+0.002563i
0.00056544-0.0082355i,-0.00089363+0.0094075i,0.0014146-0.011105i,-0.0023265+0.013848i,0.0042219-0.019197i,-0.0099967+0.034833i,0.3208-0.86421i,0.016031-0.035026i,-0.010708+0.023319i,0.085817-0.37793i,-0.00016421-0.016634i,-0.00077182+0.011495i,0.0086469-0.0089588i
-0.006632+0.0053861i,0.0075731-0.0062917i,-0.0089369+0.007615i,0.011142-0.0097527i,-0.015445+0.013861i,0.028029-0.025458i,-0.69551+0.60886i,-0.028132+0.019674i,0.018455-0.0025529i,-0.28391-0.25275i,-0.011391-0.018137i,0.0066191+0.013307i,-0.00068363-0.016857i
